Player,Link,Tm,Money,Signed Using,Year
Eric Bledsoe,,PHO,13086957,Bird Rights,2016
Nene Hilario,,WAS,13000000,Bird Rights,2016
Tyson Chandler,,PHO,13000000,Cap Space,2016
Robin Lopez,,NYK,13000000,Cap Space,2016
Ty Lawson,,HOU,12404495,,2016
Rudy Gay,,SAC,12403101,Bird Rights,2016
Ricky Rubio,,MIN,12365000,1st Round Pick,2016
Serge Ibaka,,OKC,12350000,Bird Rights,2016
Nicolas Batum,,CHO,12235750,Bird Rights,2016
Nikola Pekovic,,MIN,12100000,Bird Rights,2016
Kyle Lowry,,TOR,12000000,Bird Rights,2016
Brandon Knight,,PHO,12000000,,2016
JaVale McGee,,PHI,12000000,,2016
Andrew Bogut,,GSW,12000000,Bird Rights,2016
Kemba Walker,,CHO,12000000,1st Round Pick,2016
Amir Johnson,,BOS,12000000,Cap Space,2016
Al Horford,,ATL,12000000,Bird Rights,2016
Derrick Favors,,UTA,11933333,1st Round Pick,2016
Andre Iguodala,,GSW,11710456,Bird Rights,2016
Stephen Curry,,GSW,11370786,Bird Rights,2016
Nikola Vucevic,,ORL,11250000,Bird Rights,2016
Kenneth Faried,,DEN,11235955,1st Round Pick,2016
Tyreke Evans,,NOP,11227000,Bird Rights,2016
Marcin Gortat,,WAS,11217391,Bird Rights,2016
Thaddeus Young,,BRK,11200000,Bird Rights,2016
Omer Asik,,NOP,11000000,Bird Rights,2016
Jrue Holiday,,NOP,10595507,Bird Rights,2016
Wilson Chandler,,DEN,10500000,,2016
Monta Ellis,,IND,10300000,Cap Space,2016
Luol Deng,,MIA,10151612,Cap Space,2016
Gerald Wallace,,PHI,10105855,,2016
Danny Green,,SAS,10000000,Bird Rights,2016
Zach Randolph,,MEM,9638555,Bird Rights,2016
Anderson Varejao,,POR,9638554,,2016
Mike Conley,,MEM,9588426,Cap Space,2016
DeMar DeRozan,,TOR,9500000,Bird Rights,2016
Rajon Rondo,,SAC,9500000,,2016
Alec Burks,,UTA,9213484,1st Round Pick,2016
Jeff Green,,LAC,9200000,Bird Rights,2016
Lance Stephenson,,MEM,9000000,Cap Space,2016
Iman Shumpert,,CLE,9000000,Bird Rights,2016
Ryan Anderson,,NOP,8500000,Bird Rights,2016
Kevin Garnett,,MIN,8500000,Bird Rights,2016
Taj Gibson,,CHI,8500000,Bird Rights,2016
Tiago Splitter,,ATL,8500000,Bird Rights,2016
Brandon Jennings,,ORL,8344497,Bird Rights,2016
Dirk Nowitzki,,DAL,8333334,Cap Space,2016
Corey Brewer,,HOU,8200000,Cap Space,2016
Trevor Ariza,,HOU,8193030,Bird Rights,2016
Markieff Morris,,WAS,8000000,Bird Rights,2016
Arron Afflalo,,NYK,8000000,Cap Space,2016
O.J. Mayo,,MIL,8000000,Cap Space,2016
George Hill,,IND,8000000,Bird Rights,2016
Jeff Teague,,ATL,8000000,Bird Rights,2016
Ersan Ilyasova,,ORL,7900000,Bird Rights,2016
Channing Frye,,CLE,7807579,Cap Space,2016
Avery Bradley,,BOS,7730337,Bird Rights,2016
Kosta Koufos,,SAC,7500000,Cap Space,2016
Al-Farouq Aminu,,POR,7500000,Cap Space,2016
Pau Gasol,,CHI,7448760,Cap Space,2016
Jose Calderon,,NYK,7402812,Cap Space,2016
Kevin Martin,,MIN,7085000,,2016
Anthony Davis,,NOP,7070730,1st Round Pick,2016
Cory Joseph,,TOR,7000000,Cap Space,2016
Boris Diaw,,SAS,7000000,Bird Rights,2016
Ed Davis,,POR,7000000,Cap Space,2016
Lou Williams,,LAL,7000000,Cap Space,2016
Marvin Williams,,CHO,7000000,,2016
Isaiah Thomas,,BOS,6912869,,2016
J.J. Redick,,LAC,6867000,Bird Rights,2016
Greivis Vasquez,,MIL,6600000,Bird Rights,2016
Carl Landry,,PHI,6500000,Cap Space,2016
Rodney Stuckey,,IND,6500000,Cap Space,2016
Patrick Beverley,,HOU,6500000,Bird Rights,2016
Aron Baynes,,DET,6500000,Cap Space,2016
Jason Thompson,,GSW,6431250,,2016
Marco Belinelli,,SAC,6333333,Cap Space,2016
Michael Kidd-Gilchrist,,CHO,6331404,1st Round Pick,2016
Jarrett Jack,,BRK,6300000,Cap Space,2016
Jodie Meeks,,DET,6270000,Cap Space,2016
Patrick Patterson,,TOR,6268675,Bird Rights,2016
Gerald Henderson,,POR,6000000,Bird Rights,2016
Jae Crowder,,BOS,6000000,Bird Rights,2016
Andrew Wiggins,,MIN,5758680,1st Round Pick,2016
Kyle Korver,,ATL,5746479,Bird Rights,2016
Karl-Anthony Towns,,MIN,5703600,1st round pick,2016
Bradley Beal,,WAS,5694674,1st Round Pick,2016
Jamal Crawford,,LAC,5675000,MLE,2016
Courtney Lee,,CHO,5675000,Bird Rights,2016
Martell Webster,,WAS,5613500,,2016
J.J. Hickson,,DEN,5613500,,2016
Josh McRoberts,,MIA,5543725,MLE,2016
Shaun Livingston,,GSW,5543725,MLE,2016
Spencer Hawes,,CHO,5543725,MLE,2016
Nikola Mirotic,,CHI,5543725,Cap Space,2016
P.J. Tucker,,PHO,5500000,Cap Space,2016
Mirza Teletovic,,PHO,5500000,Cap Space,2016
Brandan Wright,,MEM,5500000,MLE,2016
Deron Williams,,DAL,5500000,Cap Space,2016
Deron Williams,,BRK,5500000,,2016
Josh Smith,,DET,5400000,,2016
Nick Young,,LAL,5219169,Cap Space,2016
Zaza Pachulia,,DAL,5200000,Cap Space,2016
Victor Oladipo,,ORL,5192520,1st Round Pick,2016
Tony Allen,,MEM,5168539,Bird Rights,2016
Jabari Parker,,MIL,5152440,1st Round Pick,2016
Dion Waiters,,OKC,5138430,1st Round Pick,2016
D'Angelo Russell,,LAL,5103120,1st round pick,2016
Darren Collison,,SAC,5013559,MLE,2016
Tim Duncan,,SAS,5000000,Bird Rights,2016
Chris Kaman,,POR,5000000,MLE,2016
C.J. Watson,,ORL,5000000,Cap Space,2016
Kyle Singler,,OKC,5000000,Bird Rights,2016
Chris Andersen,,MEM,5000000,Cap Space,2016
Chase Budinger,,IND,5000000,,2016
Marcus Morris,,DET,5000000,Bird Rights,2016
J.R. Smith,,CLE,5000000,Minimum Salary,2016
Jonas Jerebko,,BOS,5000000,Bird Rights,2016
Timofey Mozgov,,CLE,4950000,Bird Rights,2016
Derrick Williams,,NYK,4900000,Cap Space,2016
Trevor Booker,,UTA,4775000,Cap Space,2016
Otto Porter,,WAS,4662960,1st Round Pick,2016
Jonas Valanciunas,,TOR,4660482,1st Round Pick,2016
Joel Embiid,,PHI,4626960,1st Round Pick,2016
Kris Humphries,,PHO,4600000,,2016
Jahlil Okafor,,PHI,4582680,1st round pick,2016
Jameer Nelson,,DEN,4500000,Cap Space,2016
Mike Dunleavy,,CHI,4500000,Early Bird Rights,2016
C.J. Miles,,IND,4394225,MLE,2016
Jason Smith,,ORL,4300000,Cap Space,2016
Alexis Ajinca,,NOP,4300000,Early Bird Rights,2016
Mario Chalmers,,MEM,4300000,,2016
Jared Dudley,,WAS,4250000,Bird Rights,2016
Damian Lillard,,POR,4236287,1st Round Pick,2016
Cody Zeller,,CHO,4204200,1st Round Pick,2016
Aaron Gordon,,ORL,4171680,1st Round Pick,2016
Kristaps Porzingis,,NYK,4131720,1st round pick,2016
Vince Carter,,MEM,4088091,,2016
Devin Harris,,DAL,4053000,Cap Space,2016
Alan Anderson,,WAS,4000000,MLE,2016
Nemanja Bjelica,,MIN,4000000,MLE,2016
Jordan Hill,,IND,4000000,Cap Space,2016
Ian Mahinmi,,IND,4000000,Early Bird Rights,2016
J.J. Barea,,DAL,4000000,Cap Space,2016
Thabo Sefolosha,,ATL,4000000,,2016
Raymond Felton,,DAL,3950313,Cap Space,2016
Harrison Barnes,,GSW,3873398,1st Round Pick,2016
Marreese Speights,,GSW,3815000,MLE,2016
Alex Len,,PHO,3807120,1st Round Pick,2016
Dante Exum,,UTA,3777720,1st Round Pick,2016
Nick Collison,,OKC,3750000,Bird Rights,2016
Kyle O'Quinn,,NYK,3750000,Bird Rights,2016
Steve Novak,,DEN,3750000,,2016
Mario Hezonja,,ORL,3741480,1st round pick,2016
Lavoy Allen,,IND,3700000,,2016
Anthony Bennett,,MIN,3650000,,2016
Patty Mills,,SAS,3578947,Bird Rights,2016
Terrence Ross,,TOR,3553917,Rookie scale extension,2016
Matt Barnes,,MEM,3542500,MLE,2016
Nerlens Noel,,PHI,3457800,1st Round Pick,2016
Marcus Smart,,BOS,3431040,1st Round Pick,2016
Bojan Bogdanovic,,BRK,3425510,MLE,2016
Evan Turner,,BOS,3425510,MLE,2016
Paul Pierce,,LAC,3400000,Mini MLE,2016
Willie Cauley-Stein,,SAC,3398280,1st round pick,2016
Quincy Pondexter,,NOP,3382023,1st Round Pick,2016
Anthony Morrow,,OKC,3344000,Cap Space,2016
K.J. McDaniels,,HOU,3333333,Mid-level exception,2016
Will Barton,,DEN,3333333,Bird Rights,2016
Mike Scott,,ATL,3333333,,2016
Drew Gooden,,WAS,3300000,Non Bird Rights,2016
Andre Drummond,,DET,3272091,1st Round Pick,2016
Randy Foye,,OKC,3270000,Non Bird Rights,2016
Ben McLemore,,SAC,3156600,1st Round Pick,2016
Julius Randle,,LAL,3132240,1st Round Pick,2016
Emmanuel Mudiay,,DEN,3102240,1st round pick,2016
Austin Rivers,,LAC,3100000,Non Bird Rights,2016
Meyers Leonard,,POR,3075880,1st Round Pick,2016
Norris Cole,,NOP,3036927,Qualifying Offer,2016
Jeremy Lamb,,CHO,3034356,Rookie scale extension,2016
Tibor Pleiss,,UTA,3000000,Cap Space,2016
Bismack Biyombo,,TOR,3000000,Mini MLE,2016
Luis Scola,,TOR,3000000,,2016
Omri Casspi,,SAC,3000000,Room Exception,2016
Furkan Aldemir,,PHI,3000000,,2016
Dante Cunningham,,NOP,3000000,MLE,2016
Jerryd Bayless,,MIL,3000000,Cap Space,2016
Brandon Bass,,LAL,3000000,Cap Space,2016
Anthony Tolliver,,DET,3000000,Cap Space,2016
D.J. Augustin,,DEN,3000000,,2016
John Henson,,MIL,2943221,1st Round Pick,2016
Maurice Harkless,,POR,2894059,1st Round Pick,2016
Kentavious Caldwell-Pope,,DET,2891760,1st Round Pick,2016
Kirk Hinrich,,ATL,2870000,Room Exception,2016
Nik Stauskas,,PHI,2869440,1st Round Pick,2016
Mike Miller,,POR,2854940,,2016
Brian Roberts,,POR,2854940,Room Exception,2016
Udonis Haslem,,MIA,2854940,MLE,2016
Stanley Johnson,,DET,2841960,1st round pick,2016
Manu Ginobili,,SAS,2814000,Room Exception,2016
Darrell Arthur,,DEN,2814000,Room Exception,2016
Sonny Weems,,PHI,2800000,,2016
Kevin Seraphin,,NYK,2800000,Room Exception,2016
Trey Burke,,UTA,2658240,1st Round Pick,2016
Noah Vonleh,,POR,2637720,1st Round Pick,2016
Tyler Zeller,,BOS,2616975,1st Round Pick,2016
Frank Kaminsky,,CHO,2612500,1st round pick,2016
CJ McCollum,,POR,2525160,1st Round Pick,2016
Elfrid Payton,,ORL,2505720,1st Round Pick,2016
James Johnson,,TOR,2500000,Cap Space,2016
Leandro Barbosa,,GSW,2500000,Mini MLE,2016
Joel Anthony,,DET,2500000,Cap Space,2016
Terrence Jones,,HOU,2489530,1st Round Pick,2016
Justise Winslow,,MIA,2481720,1st round pick,2016
Shelvin Mack,,UTA,2433333,Cap Space,2016
Michael Carter-Williams,,MIL,2399040,1st Round Pick,2016
Andrew Nicholson,,ORL,2380594,1st Round Pick,2016
Doug McDermott,,CHI,2380440,1st Round Pick,2016
Myles Turner,,IND,2357760,1st round pick,2016
Evan Fournier,,ORL,2288205,1st Round Pick,2016
Donatas Motiejunas,,HOU,2288205,1st Round Pick,2016
Steven Adams,,OKC,2279040,1st Round Pick,2016
Jared Sullinger,,BOS,2269260,1st Round Pick,2016
Joe Ingles,,UTA,2250000,Cap Space,2016
Trey Lyles,,UTA,2239800,1st round pick,2016
Tony Wroten,,PHI,2179354,,2016
Ramon Sessions,,WAS,2170465,BAE,2016
Beno Udrih,,MIA,2170465,,2016
Danny Granger,,DET,2170465,,2016
Steve Blake,,DET,2170465,BAE,2016
Larry Sanders,,MIL,2170000,,2016
Kelly Olynyk,,BOS,2165160,1st Round Pick,2016
Zach LaVine,,MIN,2148360,1st Round Pick,2016
Kendall Marshall,,PHI,2144722,Minimum Salary,2016
Devin Booker,,PHO,2127840,1st round pick,2016
Miles Plumlee,,MIL,2109294,1st Round Pick,2016
David Lee,,DAL,2102224,MLE,2016
Gary Neal,,WAS,2100000,,2016
Mo Williams,,CLE,2100000,Mini MLE,2016
Jeremy Lin,,CHO,2100000,BAE,2016
Shabazz Muhammad,,MIN,2056920,1st Round Pick,2016
Zoran Dragic,,BOS,2050397,,2016
T.J. Warren,,PHO,2041080,1st Round Pick,2016
Perry Jones,,BOS,2038206,,2016
Cameron Payne,,OKC,2021520,1st round pick,2016
Festus Ezeli,,GSW,2008748,1st Round Pick,2016
DeJuan Blair,,PHO,2000000,,2016
Aaron Brooks,,CHI,2000000,Mini MLE,2016
Kent Bazemore,,ATL,2000000,,2016
Giannis Antetokounmpo,,MIL,1953960,1st Round Pick,2016
Adreian Payne,,MIN,1938840,1st Round Pick,2016
Kelly Oubre,,WAS,1920240,1st round pick,2016
Lucas Nogueira,,TOR,1842000,1st Round Pick,2016
Jusuf Nurkic,,DEN,1842000,1st Round Pick,2016
Terry Rozier,,BOS,1824360,1st round pick,2016
Dennis Schroder,,ATL,1763400,1st Round Pick,2016
James Young,,BOS,1749840,1st Round Pick,2016
Rashad Vaughn,,MIL,1733040,,2016
Ryan Kelly,,LAL,1724250,Room Exception,2016
Joffrey Lauvergne,,DEN,1709720,MLE,2016
Tyler Ennis,,MIL,1662360,1st Round Pick,2016
Lou Amundson,,NYK,1650000,,2016
Lance Thomas,,NYK,1650000,Cap Space,2016
Sam Dekker,,HOU,1646400,1st Round pick,2016
Sergey Karasev,,BRK,1599840,1st Round Pick,2016
Gary Harris,,DEN,1587480,1st Round Pick,2016
Jerian Grant,,NYK,1572360,1st Round pick,2016
Tony Snell,,CHI,1535880,1st Round Pick,2016
Bruno Caboclo,,TOR,1524000,1st Round Pick,2016
Delon Wright,,TOR,1509360,1st Round pick,2016
Shane Larkin,,BRK,1500000,Mini MLE,2016
Wayne Ellington,,BRK,1500000,Mini MLE,2016
Kendrick Perkins,,NOP,1499200,Minimum Salary,2016
Rasual Butler,,SAS,1499187,,2016
Matt Bonner,,SAS,1499187,Minimum Salary,2016
Caron Butler,,SAC,1499187,Minimum Salary,2016
Ronnie Price,,PHO,1499187,Minimum Salary,2016
Andre Miller,,MIN,1499187,,2016
Tayshaun Prince,,MIN,1499187,Minimum Salary,2016
Amar'e Stoudemire,,MIA,1499187,Minimum Salary,2016
Metta World Peace,,LAL,1499187,Minimum Salary,2016
Jason Terry,,HOU,1499187,Minimum Salary,2016
Mike Miller,,DEN,1499187,Minimum Salary,2016
Samuel Dalembert,,DAL,1499187,,2016
Charlie Villanueva,,DAL,1499187,Minimum Salary,2016
David West,,SAS,1499000,Minimum Salary,2016
Josh Smith,,HOU,1499000,Minimum Salary,2016
Richard Jefferson,,CLE,1499000,Minimum Salary,2016
James Jones,,CLE,1499000,Minimum Salary,2016
Gorgui Dieng,,MIN,1474440,1st Round Pick,2016
Mitch McGary,,OKC,1463040,1st Round Pick,2016
Justin Anderson,,DAL,1449000,1st Round pick,2016
Mason Plumlee,,POR,1415520,1st Round Pick,2016
Jordan Adams,,MEM,1404600,1st Round Pick,2016
Bobby Portis,,CHI,1391160,1st Round pick,2016
Alonzo Gee,,NOP,1375000,,2016
Andrea Bargnani,,BRK,1362900,,2016
Solomon Hill,,IND,1358880,1st Round Pick,2016
Sasha Vujacic,,NYK,1356146,Minimum Salary,2016
Gerald Green,,MIA,1356000,Minimum Salary,2016
Rodney Hood,,UTA,1348440,1st Round Pick,2016
Rondae Hollis-Jefferson,,BRK,1335480,1st Round pick,2016
Tim Hardaway,,ATL,1304520,1st Round Pick,2016
Nikola Jokic,,DEN,1300000,,2016
Sasha Kaun,,CLE,1300000,,2016
Shabazz Napier,,ORL,1294440,1st Round Pick,2016
Tyus Jones,,MIN,1282080,1st Round pick,2016
Luc Mbah a Moute,,LAC,1270964,Minimum Salary,2016
Brandon Rush,,GSW,1270964,Minimum Salary,2016
Cartier Martin,,DET,1270964,,2016
JaVale McGee,,DAL,1270964,Bird Rights,2016
Reggie Bullock,,DET,1252440,1st Round Pick,2016
Clint Capela,,HOU,1242720,1st Round Pick,2016
Jarell Martin,,MEM,1230840,1st Round pick,2016
Andre Roberson,,OKC,1210800,1st Round Pick,2016
P.J. Hairston,,MEM,1201440,1st Round Pick,2016
Boban Marjanovic,,SAS,1200000,Cap Space,2016
Jordan Mickey,,BOS,1200000,,2016
Marcus Thornton,,HOU,1186000,,2016
Tyler Hansbrough,,CHO,1185784,Minimum Salary,2016
Rudy Gobert,,UTA,1175880,1st Round Pick,2016
Toney Douglas,,NOP,1164858,Minimum Salary,2016
Archie Goodwin,,PHO,1160160,1st Round Pick,2016
C.J. Wilcox,,LAC,1159680,1st Round Pick,2016
Larry Nance Jr.,,LAL,1155600,1st Round pick,2016
Damjan Rudez,,MIN,1149500,MLE,2016
R.J. Hunter,,BOS,1148640,1st Round pick,2016
Matthew Dellavedova,,CLE,1147280,,2016
Kyle Anderson,,SAS,1142879,1st Round Pick,2016
Josh Huestis,,OKC,1140240,,2016
Chris McCullough,,BRK,1140240,1st Round pick,2016
Kevon Looney,,GSW,1131960,1st Round pick,2016
Garrett Temple,,WAS,1100602,Minimum Salary,2016
Ish Smith,,PHI,1100602,,2016
Jeremy Evans,,DAL,1100602,Early Bird Rights,2016
Wesley Johnson,,LAC,1100600,Minimum Salary,2016
Cole Aldrich,,LAC,1100600,Minimum Salary,2016
Chris Copeland,,ORL,1100000,,2016
Luke Babbitt,,NOP,1100000,Minimum Salary,2016
Richaun Holmes,,PHI,1050000,Cap Space,2016
Jon Leuer,,PHO,1035000,Early Bird Rights,2016
James Anderson,,SAC,1015421,Minimum Salary,2016
Joey Dorsey,,DEN,1015421,,2016
E'Twaun Moore,,CHI,1015421,Minimum Salary,2016
Donald Sloan,,BRK,1015421,Minimum Salary,2016
Raul Neto,,UTA,1000000,,2016
Robert Covington,,PHI,1000000,,2016
Joseph Young,,IND,1000000,Cap Space,2016
Rakeem Christmas,,IND,1000000,,2016
Montrezl Harrell,,HOU,1000000,,2016
Walter Tavares,,ATL,1000000,,2016
Chris Johnson,,UTA,981348,Minimum Salary,2016
Quincy Acy,,SAC,981348,Minimum Salary,2016
Jared Cunningham,,ORL,981348,,2016
Hassan Whiteside,,MIA,981348,Minimum Salary,2016
Robert Sacre,,LAL,981348,Non Bird Rights,2016
Pablo Prigioni,,LAC,981348,Minimum Salary,2016
Thomas Robinson,,BRK,981300,Minimum Salary,2016
John Jenkins,,PHO,981000,Minimum Salary,2016
Justin Holiday,,CHI,947300,Minimum Salary,2016
Dewayne Dedmon,,ORL,947278,Minimum Salary,2016
Grant Jerrett,,UTA,947276,,2016
Jeff Withey,,UTA,947276,Minimum Salary,2016
Anthony Bennett,,TOR,947276,,2016
Ray McCallum,,SAS,947276,,2016
Seth Curry,,SAC,947276,Minimum Salary,2016
Allen Crabbe,,POR,947276,Cap Space,2016
Isaiah Canaan,,PHI,947276,Cap Space,2016
Hollis Thompson,,PHI,947276,Cap Space,2016
Ian Clark,,GSW,947276,Minimum Salary,2016
Troy Daniels,,CHO,947276,Minimum Salary,2016
Willie Reed,,BRK,947276,Minimum Salary,2016
Mike Muscala,,ATL,947276,Minimum Salary,2016
Wayne Ellington,,SAC,923670,,2016
Elton Brand,,PHI,890693,Minimum Salary,2016
Damien Inglis,,MIL,855000,Cap Space,2016
Eric Moreland,,SAC,845059,Minimum Salary,2016
Tim Frazier,,POR,845059,,2016
JaKarr Sampson,,PHI,845059,,2016
Jerami Grant,,PHI,845059,Draft Pick,2016
Joe Harris,,ORL,845059,,2016
Devyn Marble,,ORL,845059,Cap Space,2016
Cleanthony Early,,NYK,845059,Minimum Salary,2016
Langston Galloway,,NYK,845059,Minimum Salary,2016
Jarnell Stokes,,NOP,845059,,2016
Johnny O'Bryant,,MIL,845059,Cap Space,2016
Tyler Johnson,,MIA,845059,Minimum Salary,2016
James Ennis,,MEM,845059,,2016
Russ Smith,,MEM,816482,,2016
JaMychal Green,,MEM,845059,Minimum Salary,2016
Jordan Clarkson,,LAL,845059,Minimum Salary,2016
Tarik Black,,LAL,845059,Minimum Salary,2016
Shayne Whittington,,IND,845059,Minimum Salary,2016
James Michael McAdoo,,GSW,845059,Minimum Salary,2016
Spencer Dinwiddie,,DET,845059,Cap Space,2016
Nick Johnson,,DEN,845059,,2016
Dwight Powell,,DAL,845059,Minimum Salary,2016
Cameron Bairstow,,CHI,845059,Cap Space,2016
Markel Brown,,BRK,845059,Minimum Salary,2016
Glenn Robinson,,IND,845000,,2016
Pierre Jackson,,PHI,750000,,2016
Anthony Brown,,LAL,700000,Cap Space,2016
Norman Powell,,TOR,650000,Cap Space,2016
Carlos Delfino,,LAC,650000,,2016
Toney Douglas,,IND,600000,,2016
Jarell Eddie,,WAS,561716,Minimum Salary,2016
Maurice Ndour,,DAL,525094,,2016
Jonathon Simmons,,SAS,525093,Minimum Salary,2016
Duje Dukan,,SAC,525093,Minimum Salary,2016
Pat Connaughton,,POR,525093,,2016
Luis Montero,,POR,525093,,2016
Cliff Alexander,,POR,525093,Minimum Salary,2016
T.J. McConnell,,PHI,525093,Minimum Salary,2016
Josh Richardson,,MIA,525093,Minimum Salary,2016
Marcelo Huertas,,LAL,525093,Minimum Salary,2016
Branden Dawson,,LAC,525093,Minimum Salary,2016
Darrun Hilliard,,DET,525093,Cap space,2016
Salah Mejri,,DAL,525093,Minimum Salary,2016
Aaron Harrison,,CHO,525093,Minimum Salary,2016
Lamar Patterson,,ATL,525093,Minimum Salary,2016
Cristiano Felicio,,CHI,525090,Minimum Salary,2016
Jimmer Fredette,,SAS,507711,,2016
Anderson Varejao,,GSW,458575,Minimum Salary,2016
Aaron Gray,,DET,452059,,2016
Steve Novak,,MIL,416886,Minimum Salary,2016
Joe Johnson,,MIA,414481,Minimum Salary,2016
Andre Miller,,SAS,396844,Minimum Salary,2016
Kris Humphries,,ATL,388025,Minimum Salary,2016
Cory Jefferson,,PHO,370000,,2016
J.J. Hickson,,WAS,366337,Minimum Salary,2016
Elijah Millsap,,UTA,362878,,2016
Nazr Mohammed,,OKC,352750,Minimum Salary,2016
Kostas Papanikolaou,,DEN,350000,,2016
Ryan Hollins,,MEM,336716,,2016
Jason Thompson,,TOR,328955,Minimum Salary,2016
Kevin Martin,,SAS,317475,Minimum Salary,2016
Gal Mekel,,DAL,315760,,2016
Michael Beasley,,HOU,306527,Minimum Salary,2016
Miroslav Raduljica,,LAC,300000,,2016
JaKarr Sampson,,DEN,285489,Minimum Salary,2016
Ty Lawson,,IND,265058,Minimum Salary,2016
Chase Budinger,,PHO,258082,Minimum Salary,2016
Marcus Thornton,,WAS,251107,Minimum Salary,2016
Bryce Cotton,,PHO,228663,,2016
Christian Wood,,PHI,222392,,2016
Sean Kilpatrick,,BRK,221176,Minimum Salary,2016
Andrew Goudelock,,HOU,200600,Minimum Salary,2016
Jorge Gutierrez,,CHO,190000,Minimum Salary,2016
Jeff Ayres,,LAC,187750,Minimum Salary,2016
Ryan Hollins,,WAS,176375,,2016
Phil Pressey,,PHI,172739,,2016
Bryce Dejean-Jones,,NOP,169883,MLE,2016
Tony Wroten,,NYK,167406,Minimum Salary,2016
Ryan Hollins,,MEM,160340,,2016
Jordan McRae,,CLE,142084,Minimum Salary,2016
Jeff Ayres,,LAC,129482,,2016
Greg Smith,,MIN,128161,Minimum Salary,2016
Greg Smith,,MIN,119462,,2016
Jordan Farmar,,MEM,111683,Minimum Salary,2016
Henry Sims,,BRK,111452,,2016
Phil Pressey,,PHO,111444,,2016
Lorenzo Brown,,PHO,111444,,2016
Ray McCallum,,MEM,111444,,2016
Lorenzo Brown,,DET,111444,,2016
Jorge Gutierrez,,CHO,111444,,2016
Jordan Sibert,,ORL,100000,,2016
Keith Appling,,ORL,100000,,2016
Jonathan Holmes,,LAL,100000,,2016
Erick Green,,DEN,100000,,2016
Erick Green,,UTA,99418,10-Day Contract,2016
Justin Harper,,DET,99418,,2016
Sean Kilpatrick,,DEN,99418,,2016
Sean Kilpatrick,,BRK,99418,,2016
Ryan Hollins,,MEM,96000,,2016
Tim Frazier,,NOP,94448,Minimum Salary,2016
Chuck Hayes,,HOU,83583,,2016
Alan Williams,,PHO,83397,Minimum Salary,2016
Elliot Williams,,CHO,80000,,2016
Jordan Farmar,,MEM,79773,,2016
J.J. O'Brien,,UTA,75000,,2016
Treveon Graham,,UTA,75000,,2016
Ronald Roberts,,TOR,75000,,2016
Thanasis Antetokounmpo,,NYK,75000,,2016
Darion Atkins,,NYK,75000,,2016
Wesley Saunders,,NYK,75000,,2016
Ryan Boatright,,BRK,75000,,2016
Terran Petteway,,ATL,75000,,2016
Jordan McRae,,PHO,61776,,2016
Christian Wood,,PHI,61776,,2016
Keith Appling,,ORL,61776,,2016
Bryce Dejean-Jones,,NOP,61776,,2016
Xavier Munford,,MEM,61776,,2016
Alex Stepheson,,LAC,61776,,2016
Axel Toupane,,DEN,61776,,2016
Axel Toupane,,DEN,61776,Minimum Salary,2016
Coty Clarke,,BOS,61776,,2016
Adonis Thomas,,DET,60000,,2016
