Player,Link,Tm,Money,Signed Using,Year
Pau Gasol,,CHI,7128000,Cap Space,2015
Jose Calderon,,NYK,7097191,Cap Space,2015
Kyrie Irving,,CLE,7070730,Early Bird Rights,2015
Amir Johnson,,TOR,7000000,Bird Rights,2015
Manu Ginobili,,SAS,7000000,Bird Rights,2015
Marvin Williams,,CHO,7000000,,2015
Brandon Bass,,BOS,6900000,Bird Rights,2015
Kevin Martin,,MIN,6792500,Bird Rights,2015
Wilson Chandler,,DEN,6757913,Bird Rights,2015
Drew Gooden,,MIL,6680000,,2015
Jason Richardson,,PHI,6601125,Bird Rights,2015
Glen Davis,,ORL,6600000,,2015
Mike Miller,,MIA,6600000,,2015
J.J. Redick,,LAC,6583500,Bird Rights,2015
Luis Scola,,HOU,6541000,,2015
J.R. Smith,,CLE,6516000,Early Bird Rights,2015
Carl Landry,,SAC,6500000,Cap Space,2015
Greivis Vasquez,,TOR,6400000,Bird Rights,2015
Derrick Williams,,SAC,6331404,1st Round Pick,2015
Jarrett Jack,,BRK,6300000,Cap Space,2015
Kyle Korver,,ATL,6253521,Bird Rights,2015
Landry Fields,,TOR,6250000,Cap Space,2015
Luis Scola,,HOU,6172538,,2015
Robin Lopez,,POR,6124728,Bird Rights,2015
Jason Thompson,,SAC,6037500,Bird Rights,2015
Jodie Meeks,,DET,6000000,Cap Space,2015
Gerald Henderson,,CHO,6000000,Bird Rights,2015
Chuck Hayes,,TOR,5958750,Cap Space,2015
Jason Terry,,HOU,5850313,MLE,2015
Patrick Patterson,,TOR,5831326,Bird Rights,2015
P.J. Tucker,,PHO,5700000,Cap Space,2015
Enes Kanter,,OKC,5694674,1st Round Pick,2015
Anthony Davis,,NOP,5607240,1st Round Pick,2015
Anthony Bennett,,MIN,5563920,1st Round Pick,2015
Andrew Wiggins,,MIN,5510640,1st Round Pick,2015
Greg Monroe,,DET,5479934,,2015
Lou Williams,,TOR,5450000,MLE,2015
Courtney Lee,,MEM,5450000,Bird Rights,2015
Jamal Crawford,,LAC,5450000,MLE,2015
Martell Webster,,WAS,5381750,MLE,2015
J.J. Hickson,,DEN,5381750,MLE,2015
Chris Andersen,,MIA,5375000,Cap Space,2015
Paul Pierce,,WAS,5305000,MLE,2015
Josh McRoberts,,MIA,5305000,MLE,2015
Spencer Hawes,,LAC,5305000,MLE,2015
Shaun Livingston,,GSW,5305000,MLE,2015
Nikola Mirotic,,CHI,5305000,Cap Space,2015
Zaza Pachulia,,MIL,5200000,Cap Space,2015
Tristan Thompson,,CLE,5138430,1st Round Pick,2015
Ricky Rubio,,MIN,5070686,1st Round Pick,2015
Michael Kidd-Gilchrist,,CHO,5016960,1st Round Pick,2015
Trevor Booker,,UTA,5000000,Cap Space,2015
Brandan Wright,,PHO,5000000,Early Bird Rights,2015
Chase Budinger,,MIN,5000000,Bird Rights,2015
Nick Young,,LAL,4994420,Cap Space,2015
Victor Oladipo,,ORL,4978200,1st Round Pick,2015
Jabari Parker,,MIL,4930560,1st Round Pick,2015
Luis Scola,,IND,4868499,Cap Space,2015
Tony Allen,,MEM,4831461,Bird Rights,2015
Chris Kaman,,POR,4800000,MLE,2015
Kostas Papanikolaou,,HOU,4800000,MLE,2015
Darren Collison,,SAC,4797664,MLE,2015
Corey Brewer,,HOU,4702500,Cap Space,2015
Timofey Mozgov,,CLE,4650000,Bird Rights,2015
Andre Miller,,SAC,4625000,Bird Rights,2015
Bradley Beal,,WAS,4505280,1st Round Pick,2015
Ben Gordon,,ORL,4500000,Cap Space,2015
Caron Butler,,DET,4500000,,2015
Jonas Jerebko,,BOS,4500000,Early Bird Rights,2015
Otto Porter,,WAS,4470480,1st Round Pick,2015
Joel Embiid,,PHI,4427640,1st Round Pick,2015
Luc Mbah a Moute,,PHI,4382576,Bird Rights,2015
Kris Humphries,,WAS,4300000,Bird Rights,2015
Jared Dudley,,MIL,4250000,Bird Rights,2015
C.J. Miles,,IND,4205000,MLE,2015
Thabo Sefolosha,,ATL,4150000,,2015
Dion Waiters,,OKC,4062000,1st Round Pick,2015
Cody Zeller,,CHO,4030560,1st Round Pick,2015
Danny Green,,SAS,4025000,Early Bird,2015
Mario Chalmers,,MIA,4000000,Bird Rights,2015
Ian Mahinmi,,IND,4000000,Early Bird Rights,2015
Travis Outlaw,,BRK,4000000,,2015
Aaron Gordon,,ORL,3992040,1st Round Pick,2015
Vince Carter,,MEM,3911981,,2015
Kevin Seraphin,,WAS,3898692,1st Round Pick,2015
Devin Harris,,DAL,3878000,,2015
Bismack Biyombo,,CHO,3873398,1st Round Pick,2015
Samuel Dalembert,,NYK,3867282,,2015
Patty Mills,,SAS,3842105,Bird Rights,2015
Al Harrington,,ORL,3805000,,2015
Joel Anthony,,DET,3800000,Bird Rights,2015
Raymond Felton,,DAL,3793693,Cap Space,2015
Mo Williams,,CHO,3750000,MLE,2015
Jonas Valanciunas,,TOR,3678360,1st Round Pick,2015
Thomas Robinson,,PHI,3678360,1st Round Pick,2015
Marreese Speights,,GSW,3657500,MLE,2015
Alex Len,,PHO,3649920,1st Round Pick,2015
Dante Exum,,UTA,3615000,1st Round Pick,2015
Brandon Knight,,PHO,3553917,1st Round Pick,2015
Gerald Green,,PHO,3500000,Cap Space,2015
Darrell Arthur,,DEN,3457149,Bird Rights,2015
Steve Novak,,OKC,3445946,Early Bird,2015
Matt Barnes,,LAC,3396250,MLE,2015
Mirza Teletovic,,BRK,3368100,Mini MLE,2015
Damian Lillard,,POR,3340920,1st Round Pick,2015
Mike Scott,,ATL,3333333,,2015
Tyler Hansbrough,,TOR,3326235,MLE,2015
Andrei Kirilenko,,PHI,3326235,,2015
Mike Dunleavy,,CHI,3326235,Mini MLE,2015
Nerlens Noel,,PHI,3315120,1st Round Pick,2015
Marcus Smart,,BOS,3283320,1st Round Pick,2015
Alexey Shved,,NYK,3282056,Cap Space,2015
Jason Smith,,NYK,3278000,Mini MLE,2015
Bojan Bogdanovic,,BRK,3278000,MLE,2015
Evan Turner,,BOS,3278000,MLE,2015
Kemba Walker,,CHO,3272091,1st Round Pick,2015
Gary Neal,,MIN,3250000,Cap Space,2015
Carlos Boozer,,LAL,3250000,,2015
Anthony Morrow,,OKC,3200000,Cap Space,2015
Dorell Wright,,POR,3150000,Cap Space,2015
Quincy Pondexter,,NOP,3146068,1st Round Pick,2015
Chris Copeland,,IND,3135000,MLE,2015
Randy Foye,,DEN,3135000,Non Bird Rights,2015
Klay Thompson,,GSW,3075880,1st Round Pick,2015
Harrison Barnes,,GSW,3049920,1st Round Pick,2015
Alec Burks,,UTA,3034356,1st Round Pick,2015
Ben McLemore,,SAC,3026280,1st Round Pick,2015
Joel Freeland,,POR,3013512,Cap Space,2015
Travis Outlaw,,PHI,3000000,,2015
Furkan Aldemir,,PHI,3000000,Minimum Salary,2015
D.J. Augustin,,OKC,3000000,,2015
Jerryd Bayless,,MIL,3000000,Cap Space,2015
Kosta Koufos,,MEM,3000000,Bird Rights,2015
Anthony Tolliver,,DET,3000000,Cap Space,2015
Julius Randle,,LAL,2997360,1st Round Pick,2015
Markieff Morris,,PHO,2989239,Bird Rights,2015
Marcus Morris,,PHO,2943221,Bird Rights,2015
Will Bynum,,BOS,2915908,,2015
Kawhi Leonard,,SAS,2894059,1st Round Pick,2015
Marco Belinelli,,SAS,2873750,MLE,2015
Terrence Ross,,TOR,2793960,1st Round Pick,2015
Kentavious Caldwell-Pope,,DET,2772480,1st Round Pick,2015
Nikola Vucevic,,ORL,2751260,1st Round Pick,2015
Luke Ridnour,,ORL,2750000,Cap Space,2015
Nik Stauskas,,SAC,2745840,1st Round Pick,2015
Udonis Haslem,,MIA,2732000,MLE,2015
Jameer Nelson,,DEN,2732000,Room Exception,2015
Mike Miller,,CLE,2732000,Room Exception,2015
Brian Roberts,,CHO,2732000,Room Exception,2015
Kirk Hinrich,,CHI,2730000,Room Exception,2015
Iman Shumpert,,CLE,2616975,1st Round Pick,2015
Andre Drummond,,DET,2568360,1st Round Pick,2015
Trey Burke,,UTA,2548560,1st Round Pick,2015
Noah Vonleh,,CHO,2524200,1st Round Pick,2015
James Johnson,,TOR,2500000,Cap Space,2015
DeMarre Carroll,,ATL,2442455,Cap Space,2015
Austin Rivers,,LAC,2439840,1st Round Pick,2015
Shelvin Mack,,ATL,2433333,Cap Space,2015
CJ McCollum,,POR,2421000,1st Round Pick,2015
Elfrid Payton,,ORL,2397840,1st Round Pick,2015
Tobias Harris,,ORL,2380594,1st Round Pick,2015
Meyers Leonard,,POR,2317920,1st Round Pick,2015
Michael Carter-Williams,,MIL,2300040,1st Round Pick,2015
Doug McDermott,,CHI,2277960,1st Round Pick,2015
Kenneth Faried,,DEN,2249768,1st Round Pick,2015
Nick Collison,,OKC,2242003,Bird Rights,2015
Brendan Haywood,,CLE,2213688,Cap Space,2015
Reggie Jackson,,DET,2204370,1st Round Pick,2015
Jeremy Lamb,,OKC,2202000,1st Round Pick,2015
Steven Adams,,OKC,2184960,1st Round Pick,2015
Eric Maynor,,PHI,2106720,,2015
C.J. Watson,,IND,2106720,BAE,2015
Nate Robinson,,BOS,2106720,,2015
Vitor Faverani,,BOS,2090000,,2015
Ramon Sessions,,WAS,2077000,BAE,2015
Aron Baynes,,SAS,2077000,MLE,2015
Steve Blake,,POR,2077000,BAE,2015
Danny Granger,,PHO,2077000,BAE,2015
Beno Udrih,,MEM,2077000,BAE,2015
Jordan Farmar,,LAC,2077000,,2015
Josh Smith,,HOU,2077000,BAE,2015
Kelly Olynyk,,BOS,2075760,1st Round Pick,2015
Zach LaVine,,MIN,2055840,1st Round Pick,2015
Norris Cole,,NOP,2038206,1st Round Pick,2015
Cory Joseph,,SAS,2023261,1st Round Pick,2015
Jimmy Butler,,CHI,2008748,1st Round Pick,2015
DeJuan Blair,,WAS,2000000,Bird Rights,2015
John Salmons,,PHO,2000000,,2015
Elton Brand,,ATL,2000000,Cap Space,2015
Kent Bazemore,,ATL,2000000,,2015
John Henson,,MIL,1987320,1st Round Pick,2015
Shabazz Muhammad,,MIN,1971960,1st Round Pick,2015
Zoran Dragic,,MIA,1962103,Cap Space,2015
T.J. Warren,,PHO,1953120,1st Round Pick,2015
Maurice Harkless,,ORL,1887840,1st Round Pick,2015
Giannis Antetokounmpo,,MIL,1873200,1st Round Pick,2015
Adreian Payne,,MIN,1855320,1st Round Pick,2015
Jeff Ayres,,SAS,1828750,MLE,2015
Anthony Randolph,,ORL,1825359,,2015
Jeremy Evans,,UTA,1794871,Early Bird Rights,2015
Joffrey Lauvergne,,DEN,1790280,MLE,2015
Reggie Evans,,SAC,1768653,Non Bird Rights,2015
Lucas Nogueira,,TOR,1762680,1st Round Pick,2015
Jusuf Nurkic,,DEN,1762680,1st Round Pick,2015
Luigi Datome,,BOS,1750000,Cap Space,2015
Tyler Zeller,,BOS,1703760,1st Round Pick,2015
Dennis Schroder,,ATL,1690680,1st Round Pick,2015
James Young,,BOS,1674480,1st Round Pick,2015
Pablo Prigioni,,HOU,1662961,MLE,2015
Ryan Kelly,,LAL,1650000,Room Exception,2015
Terrence Jones,,HOU,1618680,1st Round Pick,2015
Shane Larkin,,NYK,1606080,1st Round Pick,2015
Tyler Ennis,,MIL,1590720,1st Round Pick,2015
Andrew Nicholson,,ORL,1545840,1st Round Pick,2015
Sergey Karasev,,BRK,1533840,1st Round Pick,2015
Gary Harris,,DEN,1519200,1st Round Pick,2015
Ronny Turiaf,,PHI,1500000,,2015
Evan Fournier,,ORL,1483920,1st Round Pick,2015
Donatas Motiejunas,,HOU,1483920,1st Round Pick,2015
Tony Snell,,CHI,1472400,1st Round Pick,2015
Bruno Caboclo,,TOR,1458360,1st Round Pick,2015
Rasual Butler,,WAS,1448490,Minimum Salary,2015
Matt Bonner,,SAS,1448490,Minimum Salary,2015
Willie Green,,ORL,1448490,Non Bird Rights,2015
Hedo Turkoglu,,LAC,1448490,Minimum Salary,2015
Leandro Barbosa,,GSW,1448490,Minimum Salary,2015
Shawn Marion,,CLE,1448490,Minimum Salary,2015
James Jones,,CLE,1448490,Minimum Salary,2015
Jannero Pargo,,CHO,1448490,,2015
Nazr Mohammed,,CHI,1448490,Minimum Salary,2015
Drew Gooden,,WAS,1448000,Minimum Salary,2015
Jared Sullinger,,BOS,1424520,1st Round Pick,2015
Gorgui Dieng,,MIN,1413480,1st Round Pick,2015
Mitch McGary,,OKC,1400040,1st Round Pick,2015
Victor Claver,,DEN,1370000,,2015
Mason Plumlee,,BRK,1357080,1st Round Pick,2015
Jordan Adams,,MEM,1344120,1st Round Pick,2015
Ryan Hollins,,SAC,1316809,Minimum Salary,2015
Ronnie Price,,LAL,1316809,Minimum Salary,2015
Francisco Garcia,,HOU,1316809,,2015
John Jenkins,,ATL,1312920,1st Round Pick,2015
J.J. Barea,,DAL,1310286,Minimum Salary,2015
Solomon Hill,,IND,1302840,1st Round Pick,2015
Rodney Hood,,UTA,1290360,1st Round Pick,2015
Alan Anderson,,BRK,1276061,Non Bird rights,2015
Tim Hardaway,,NYK,1250640,1st Round Pick,2015
Pero Antic,,ATL,1250000,Cap Space,2015
Shabazz Napier,,MIA,1238640,1st Round Pick,2015
Rodney Stuckey,,IND,1227985,Minimum Salary,2015
Aaron Gray,,DET,1227985,,2015
Shawne Williams,,DET,1227985,Minimum Salary,2015
Shavlik Randolph,,DEN,1227985,,2015
Tony Wroten,,PHI,1210080,1st Round Pick,2015
Reggie Bullock,,PHO,1200720,1st Round Pick,2015
Clint Capela,,HOU,1189200,1st Round Pick,2015
Miles Plumlee,,MIL,1169880,1st Round Pick,2015
Andre Roberson,,OKC,1160880,1st Round Pick,2015
P.J. Hairston,,CHO,1149720,1st Round Pick,2015
Brandon Rush,,GSW,1145685,Minimum Salary,2015
Cartier Martin,,DET,1145685,Minimum Salary,2015
Aaron Brooks,,CHI,1145685,Minimum Salary,2015
Arnett Moultrie,,NYK,1136160,,2015
Perry Jones,,OKC,1129200,1st Round Pick,2015
Rudy Gobert,,UTA,1127400,1st Round Pick,2015
Marquis Teague,,PHI,1120920,,2015
Festus Ezeli,,GSW,1112880,1st Round Pick,2015
Archie Goodwin,,PHO,1112280,1st Round Pick,2015
C.J. Wilcox,,LAC,1109760,1st Round Pick,2015
Nemanja Nedovic,,GSW,1104240,,2015
Damjan Rudez,,IND,1100000,MLE,2015
Kyle Anderson,,SAS,1093680,1st Round Pick,2015
Kyle Singler,,OKC,1090000,MLE,2015
Xavier Henry,,LAL,1082000,,2015
Austin Daye,,SAS,1063384,,2015
Omri Casspi,,SAC,1063384,Minimum Salary,2015
Wayne Ellington,,LAL,1063384,Minimum Salary,2015
Robert Covington,,PHI,1000000,,2015
John Salmons,,ATL,1000000,,2015
Garrett Temple,,WAS,981084,Minimum Salary,2015
Greg Stiemsma,,TOR,981084,Minimum Salary,2015
Ish Smith,,PHI,981084,Minimum Salary,2015
Alexis Ajinca,,NOP,981084,Minimum Salary,2015
Luke Babbitt,,NOP,981084,Minimum Salary,2015
Ed Davis,,LAL,981084,Minimum Salary,2015
Wesley Johnson,,LAL,981084,Minimum Salary,2015
Ekpe Udoh,,LAC,981084,Minimum Salary,2015
Ish Smith,,HOU,981084,,2015
Al-Farouq Aminu,,DAL,981084,Minimum Salary,2015
Jon Leuer,,MEM,967500,Early Bird Rights,2015
Jimmer Fredette,,NOP,948163,Minimum Salary,2015
Lavoy Allen,,IND,948163,Minimum Salary,2015
Donald Sloan,,IND,948163,Minimum Salary,2015
Joey Dorsey,,HOU,948163,Minimum Salary,2015
Greg Smith,,DAL,948163,Minimum Salary,2015
E'Twaun Moore,,CHI,948163,Minimum Salary,2015
Wayne Ellington,,SAC,923780,,2015
Diante Garrett,,POR,915243,,2015
Alonzo Gee,,POR,1063384,Minimum Salary,2015
Kendall Marshall,,PHO,915243,,2015
Henry Sims,,PHI,915243,Minimum Salary,2015
Kyle O'Quinn,,ORL,915243,MLE,2015
Sebastian Telfair,,OKC,915243,,2015
Cole Aldrich,,NYK,981084,Minimum Salary,2015
Quincy Acy,,NYK,915243,Cap Space,2015
Khris Middleton,,MIL,915243,MLE,2015
Robert Sacre,,LAL,915243,Non Bird Rights,2015
Glen Davis,,LAC,1227985,Minimum Salary,2015
Jeff Adrien,,HOU,981084,,2015
Patrick Beverley,,HOU,915243,Cap Space,2015
Draymond Green,,GSW,915243,MLE,2015
Will Barton,,DEN,915243,Cap Space,2015
Bernard James,,DAL,915243,,2015
Richard Jefferson,,DAL,1448490,Minimum Salary,2015
Charlie Villanueva,,DAL,1316809,Minimum Salary,2015
Jeffery Taylor,,CHO,915243,Minimum Salary,2015
Jason Maxiell,,CHO,1316809,Minimum Salary,2015
Jerome Jordan,,BRK,915243,Minimum Salary,2015
Chris Douglas-Roberts,,BOS,915243,,2015
Jae Crowder,,BOS,915243,Cap Space,2015
Jerami Grant,,PHI,884879,Draft Pick,2015
Devyn Marble,,ORL,884879,,2015
Joe Harris,,CLE,884879,,2015
Robbie Hummel,,MIN,880000,,2015
Allen Crabbe,,POR,862000,Cap Space,2015
Dante Cunningham,,NOP,831942,,2015
Damien Inglis,,MIL,820000,Cap Space,2015
Carrick Felix,,UTA,816482,,2015
Ray McCallum,,SAC,816482,Cap Space,2015
Tony Mitchell,,PHO,816482,,2015
Isaiah Canaan,,PHI,816482,Cap Space,2015
Hollis Thompson,,PHI,816482,Cap Space,2015
Dewayne Dedmon,,ORL,816482,Minimum Salary,2015
Jeff Withey,,NOP,816482,Minimum Salary,2015
Justin Hamilton,,MIN,816482,Minimum Salary,2015
Nate Wolters,,MIL,816482,,2015
Nick Calathes,,MEM,816482,Minimum Salary,2015
Ognjen Kuzmic,,GSW,816482,Minimum Salary,2015
Justin Holiday,,GSW,816482,Minimum Salary,2015
Ian Clark,,DEN,816482,Minimum Salary,2015
Gal Mekel,,DAL,816482,,2015
Ricky Ledo,,DAL,816482,,2015
Matthew Dellavedova,,CLE,816482,Minimum Salary,2015
Troy Daniels,,CHO,816482,Minimum Salary,2015
Phil Pressey,,BOS,816482,Mini MLE,2015
Mike Muscala,,ATL,816482,Minimum Salary,2015
Grant Jerrett,,UTA,816481,Non Bird Rights,2015
Michael Beasley,,PHO,777778,,2015
Hassan Whiteside,,MIA,769881,Minimum Salary,2015
Jarnell Stokes,,MEM,725000,MLE,2015
Darius Morris,,BRK,702756,Minimum Salary,2015
Spencer Dinwiddie,,DET,700000,Cap Space,2015
Carlos Delfino,,LAC,650000,,2015
Marcus Camby,,TOR,646609,,2015
Gal Mekel,,NOP,633974,,2015
Johnny O'Bryant,,MIL,600000,Cap Space,2015
Joe Ingles,,UTA,507336,Minimum Salary,2015
Eric Moreland,,SAC,507336,MLE,2015
Glenn Robinson,,PHI,507336,Minimum Salary,2015
JaKarr Sampson,,PHI,507336,Cap Space,2015
Cleanthony Early,,NYK,507336,Minimum Salary,2015
Travis Wear,,NYK,507336,Minimum Salary,2015
Tyler Johnson,,MIA,507336,,2015
James Ennis,,MIA,507336,Cap Space,2015
Russ Smith,,MEM,816482,Minimum Salary,2015
Jordan Clarkson,,LAL,507336,Minimum Salary,2015
Tarik Black,,LAL,507336,Minimum Salary,2015
Shayne Whittington,,IND,507336,,2015
Nick Johnson,,HOU,507336,Cap Space,2015
K.J. McDaniels,,HOU,507336,Minimum Salary,2015
Erick Green,,DEN,507336,Minimum Salary,2015
Dwight Powell,,DAL,507336,Minimum Salary,2015
Cameron Bairstow,,CHI,507336,Cap Space,2015
Cory Jefferson,,BRK,507336,Minimum Salary,2015
Markel Brown,,BRK,507336,Minimum Salary,2015
Amar'e Stoudemire,,DAL,485670,Minimum Salary,2015
Malcolm Thomas,,PHI,474000,,2015
Fab Melo,,MEM,437080,,2015
Kendrick Perkins,,CLE,434547,Minimum Salary,2015
Kenyon Martin,,MIL,414551,,2015
Louis Amundson,,NYK,409167,Minimum Salary,2015
Lance Thomas,,NYK,403784,Minimum Salary,2015
Glen Rice,,WAS,400000,,2015
Pierre Jackson,,PHI,400000,,2015
Darius Miller,,NOP,400000,,2015
Dahntay Jones,,LAC,387632,Minimum Salary,2015
Ronald Roberts Jr.,,PHI,373041,,2015
Richard Hamilton,,CHI,333333,,2015
Michael Beasley,,MIA,330226,Minimum Salary,2015
Miroslav Raduljica,,LAC,300000,,2015
Lorenzo Brown,,MIN,283367,Minimum Salary,2015
Toney Douglas,,NOP,268974,Minimum Salary,2015
Toure' Murry,,UTA,250000,,2015
Elijah Millsap,,UTA,241731,Minimum Salary,2015
Bernard James,,DAL,236866,Minimum Salary,2015
Langston Galloway,,NYK,235762,Minimum Salary,2015
Jack Cooley,,UTA,187357,Minimum Salary,2015
James Michael McAdoo,,GSW,167122,Minimum Salary,2015
Chris Johnson,,UTA,166897,Minimum Salary,2015
Jamaal Franklin,,MEM,163296,,2015
Nate Robinson,,LAC,154918,,2015
Bryce Cotton,,UTA,152200,Minimum Salary,2015
Jordan Hamilton,,LAC,150591,Minimum Salary,2015
Kadeem Batts,,ORL,150000,,2015
Akil Mitchell,,HOU,150000,,2015
Robert Covington,,HOU,150000,,2015
Quincy Miller,,DEN,150000,,2015
Eric Griffin,,DAL,150000,,2015
Will Bynum,,WAS,144468,Minimum Salary,2015
Reggie Williams,,SAS,125104,Minimum Salary,2015
Austin Daye,,ATL,125104,Minimum Salary,2015
John Lucas,,DET,123827,Minimum Salary,2015
Henry Walker,,MIA,115422,Minimum Salary,2015
Quincy Miller,,SAC,107676,,2015
Earl Barron,,PHO,107676,Minimum Salary,2015
Elliot Williams,,NOP,107676,,2015
Quincy Miller,,DET,107676,Minimum Salary,2015
Chris Johnson,,MIL,107674,,2015
Peyton Siva,,ORL,100000,,2015
Seth Curry,,ORL,100000,,2015
Patric Young,,NOP,100000,,2015
Erik Murphy,,BOS,100000,,2015
Miroslav Raduljica,,MIN,96100,,2015
Toure' Murry,,WAS,96056,,2015
Ricky Ledo,,NYK,96056,Minimum Salary,2015
Nate Wolters,,NOP,96056,Minimum Salary,2015
Jarvis Varnado,,PHI,75000,,2015
Drew Crawford,,ORL,75000,,2015
Tyrus Thomas,,MEM,72234,,2015
Dee Bost,,UTA,65000,,2015
Dee Bost,,UTA,65000,,2015
Kevin Murphy,,UTA,65000,,2015
Alex Kirk,,NYK,65000,,2015
A.J. Price,,PHO,62552,,2015
Earl Clark,,BRK,62552,Minimum Salary,2015
Tim Frazier,,PHI,59686,,2015
Larry Drew,,PHI,59686,,2015
Jorge Gutierrez,,MIL,59686,Minimum Salary,2015
JaMychal Green,,MEM,59686,Minimum Salary,2015
Andre Dawkins,,BOS,59686,,2015
Lester Hudson,,LAC,55774,Minimum Salary,2015
Elliot Williams,,UTA,53838,,2015
Elliot Williams,,CHO,53838,,2015
Tim Frazier,,POR,50734,Minimum Salary,2015
Bryce Cotton,,SAS,50000,,2015
Khem Birch,,MIA,50000,,2015
